track_name,artist(s)_name,artist_count,released_year,released_month,released_day,streams(10 million),in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,2022,1,7,6.3803529,1184,0,1,5,6,0,0,122,A#,Major,77,25,62,34,0,23,3
Oh My God,Adele,1,2021,11,19,46.6214729,4431,0,105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,23.694048,759,3,32,0,12,0,0,170,F,Minor,70,61,44,40,0,37,4
A Tale By Quincy,The Weeknd,1,2022,1,7,4.1924466,733,0,0,2,2,0,0,94,F,Minor,46,55,50,71,0,10,11
I AM WOMAN,Emmy Meli,1,2021,11,18,22.5259194,2795,0,45,0,107,0,0,170,A#,Major,65,46,47,12,0,13,16
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,39.3230256,2780,2,54,21,57,1,0,90,E,Minor,79,79,70,57,0,66,8
It'll Be Okay,Shawn Mendes,1,2021,12,1,28.7201015,1950,0,56,8,104,0,10,78,G,Major,40,7,29,62,0,9,3
Softcore,The Neighbourhood,1,2018,3,9,59.9770206,3947,12,33,102,93,0,30,94,D,Major,57,36,58,5,0,15,3
Super Gremlin,Kodak Black,1,2021,10,30,34.2779426,2551,0,52,15,35,0,1,73,D,Major,83,11,41,0,0,36,14
Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,67.3801126,5375,10,138,24,133,0,1,176,C#,Major,73,79,86,42,0,7,18
Todo De Ti,Rauw Alejandro,1,2020,11,2,116.8642797,11975,8,188,75,268,6,16,128,D#,Minor,81,57,63,40,1,10,4
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,54.0539717,2696,0,42,2,57,0,,120,G#,Major,58,44,60,44,9,5,6
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,38.3550148,4963,0,63,40,76,0,0,82,D,Major,63,85,62,6,0,35,4
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,53.0511203,6734,0,47,14,90,0,1,95,D,Major,77,40,47,2,0,9,3
Every Angel is Terrifying,The Weeknd,1,2022,1,7,3.7307967,715,0,0,1,2,0,0,118,,Major,44,52,94,11,0,4,29
Tacones Rojos,Sebastian Yatra,1,2021,10,22,51.0876816,3047,9,77,31,85,5,28,123,B,Minor,75,93,86,8,0,14,3
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,144.5941661,14140,0,231,52,612,6,,90,,Major,63,49,68,38,0,42,18
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,176.3363713,11215,21,189,166,525,9,25,110,E,Minor,73,14,57,40,0,11,5
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,37.4191487,1678,12,20,4,15,1,3,96,C#,Minor,66,76,82,47,0,10,32
Lï¿½ï¿½ï¿,Stromae,1,2022,1,9,10.880909,2035,0,41,122,394,0,2,88,D,Minor,56,58,55,35,0,23,11
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,43.6695353,2780,2,86,76,59,0,16,98,A,Minor,73,60,85,17,0,24,5
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,42.1040617,4091,0,105,2,73,13,1,110,,Minor,72,67,68,0,0,14,4
Life Goes On,Oliver Tree,1,2020,7,17,50.1541661,2868,0,43,15,116,0,,80,,Major,70,57,49,19,0,12,8
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,35.4065229,3643,0,69,3,70,0,3,110,C#,Minor,86,31,53,43,0,11,6
Butter,BTS,1,2021,5,21,114.3647827,4779,6,180,135,223,0,5,110,G#,Major,79,70,36,0,0,6,11
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,31.1395144,3517,0,54,28,43,0,0,78,C#,Minor,77,49,42,1,1,13,19
You Right,"Doja Cat, The Weeknd",2,2021,6,24,67.265625,5073,0,83,9,100,0,4,129,G#,Major,83,44,62,2,0,8,6
deja vu,Olivia Rodrigo,1,2021,4,1,125.6880657,7545,4,117,39,141,0,46,181,A,Major,44,22,60,61,0,42,9
Dynamite,BTS,1,2020,8,21,169.2897992,8528,5,239,163,583,0,,114,F#,Minor,75,74,77,1,0,9,10
TO THE MOON,Jnr Choi,1,2021,11,5,24.5095641,2979,0,44,0,159,0,0,144,D,Major,74,39,65,5,1,11,35
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,68.6734357,7731,2,110,145,447,0,46,101,D,Major,66,18,68,9,0,12,4
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,26.1414174,1057,0,17,5,21,0,0,84,D,Major,67,78,63,29,0,12,5
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,61.0045621,3272,19,101,34,70,1,2,154,F#,Major,66,63,69,21,0,11,7
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,111.5880852,14417,0,237,123,569,0,10,148,F,Major,59,72,62,18,0,9,3
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,59.4482982,5199,0,45,43,45,0,3,146,F,Minor,85,22,37,13,0,7,30
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,56.6954746,6026,0,171,51,187,1,21,120,B,Minor,77,51,79,20,0,26,6
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",2,2021,11,11,37.470694,4640,3,81,93,507,6,4,136,,Minor,77,82,30,95,0,13,5
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,18.4937148,1150,0,20,38,12,0,0,141,C#,Major,59,56,63,12,0,6,36
Phantom Regret by Jim,The Weeknd,1,2022,1,7,3.1959571,768,0,1,1,3,0,0,108,A,Minor,46,23,48,75,30,14,4
Dos Oruguitas,Sebastian Yatra,1,2021,11,19,16.7076418,925,0,24,47,74,0,0,94,,Major,42,47,36,76,0,9,5
Freaks,Surf Curse,1,2015,5,10,82.4420218,3006,3,23,21,121,0,13,180,A,Major,35,41,94,0,63,5,5
Acapulco,Jason Derulo,1,2021,9,1,36.3467642,3098,0,111,5,182,1,0,122,A#,Major,77,51,79,5,0,16,5
Daddy Issues,The Neighbourhood,1,2015,10,30,112.7468248,9771,4,42,70,384,0,3,85,A#,Major,59,33,52,7,15,12,3
thought i was playing,"21 Savage, Gunna",2,2022,1,7,6.0680939,807,0,3,0,5,0,0,148,C#,Major,68,29,73,0,0,7,7
ELEVEN,IVE,1,2021,12,1,24.7737946,521,1,17,89,11,0,0,120,A,Major,83,59,73,6,0,5,11
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,169.9402402,12854,0,237,27,636,0,,91,G,Minor,70,76,72,22,0,27,4
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,15.4797871,802,0,13,27,8,0,0,120,E,Major,72,54,71,26,0,10,4
DANCE CRIP,Trueno,1,2021,11,17,19.8883004,731,0,14,14,24,0,4,106,,Major,86,86,79,11,0,8,9
Miserable Man,David Kushner,1,2022,1,7,12.4407432,788,0,13,0,32,1,0,110,A#,Major,63,31,35,93,0,29,3
happier,Olivia Rodrigo,1,2021,5,21,85.0608354,3069,4,25,46,105,0,45,169,F#,Major,39,36,45,81,0,8,13
Praise God,Kanye West,1,2021,8,29,37.633303,4651,0,24,6,105,0,0,118,C#,Major,80,21,55,1,0,26,17
Get Into It (Yuh),Doja Cat,1,2021,6,25,51.6784627,4999,0,43,19,73,12,0,92,G#,Minor,91,79,66,32,0,9,16
Before You Go,Lewis Capaldi,1,2019,11,1,160.8045237,8327,24,205,130,625,0,25,112,D#,Major,45,19,60,63,0,9,6
Sky,Playboi Carti,1,2020,12,25,50.6778838,3297,3,25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21
Rolling in the Deep,Adele,1,2010,11,29,147.2799873,35684,6,195,125,"6,280",2,78,105,G#,Major,73,52,76,13,0,5,3
Sobrio,Maluma,1,2021,7,8,51.3643924,3506,10,103,76,100,1,1,178,F,Major,76,63,77,14,0,15,22
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,26.1286503,2999,0,60,17,154,0,22,108,G,Minor,96,71,42,57,0,8,9
favorite crime,Olivia Rodrigo,1,2021,5,21,78.3706581,3681,0,20,21,99,0,7,173,A,Major,40,19,29,86,0,34,4
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,42.2691058,4846,10,54,16,259,0,13,101,C#,Major,67,40,90,3,0,34,6
The Business,Tiï¿½ï¿,1,2020,1,1,106.2345656,14311,0,255,32,582,0,14,120,G#,Minor,80,24,62,41,2,11,23
positions,Ariana Grande,1,2020,10,23,125.2563873,8207,0,175,55,95,0,2,144,,Major,73,66,80,44,0,9,12
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,85.1070493,4873,0,65,88,434,3,13,133,C#,Major,75,96,61,0,0,18,4
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,26.3894529,772,0,7,3,89,0,0,158,G#,Minor,46,62,83,53,0,97,28
The Feels,TWICE,1,2021,10,1,34.5903614,1150,0,20,99,44,0,2,120,A,Major,81,92,90,9,0,8,7
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,95.1637566,5398,4,111,127,210,0,37,129,,Major,61,59,46,56,0,13,5
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,95.6865266,7370,0,92,127,"1,219",0,62,102,G,Major,74,45,89,5,0,26,13
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,42.7486004,6890,0,122,11,201,0,1,124,G#,Minor,79,79,84,2,0,5,5
Pope Is a Rockstar,SALES,1,2016,4,20,15.6658366,1966,0,4,2,50,0,0,90,E,Minor,73,31,45,85,24,11,3
2055,Sleepy hallow,1,2021,4,14,62.4515457,2226,0,29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31
Bored,Billie Eilish,1,2017,3,30,77.7765388,4204,0,39,45,250,0,0,120,G,Major,60,11,33,90,0,8,5
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,41.2795151,1959,0,19,0,38,0,0,81,,Major,45,12,57,7,0,23,3
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,113.847411,7191,0,146,18,478,0,7,150,E,Minor,78,47,70,18,0,15,9
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,35.5219175,2012,0,101,12,38,0,0,105,G#,Major,76,58,84,10,0,13,10
Every Summertime,NIKI,1,2021,8,10,29.0228626,1211,2,30,2,5,0,6,79,F#,Major,63,76,67,38,0,6,4
Talking To The Moon,Bruno Mars,1,2010,10,4,106.2956628,7109,2,5,0,862,0,0,146,C#,Minor,52,7,61,51,0,11,3
you broke me first,Tate McRae,1,2020,4,17,118.0094974,6638,0,167,19,318,0,1,124,E,Major,64,8,37,79,0,9,5
The Nights,Avicii,1,2014,1,1,145.6081449,17354,8,92,122,"1,282",0,55,126,F#,Major,53,66,85,2,0,24,4
Take My Breath,The Weeknd,1,2021,8,6,43.2702334,6392,0,174,73,344,0,0,121,G#,Major,75,53,74,2,0,11,5
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,48.9945871,5481,0,144,30,86,0,0,136,B,Minor,80,33,60,0,0,32,14
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,46.5959382,2636,3,36,82,39,0,5,102,A,Minor,77,26,63,58,0,11,5
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,122.3481149,824,0,8,8,8,2,0,77,G,Major,73,54,74,23,0,41,23
Dance Monkey,Tones and I,1,2019,5,10,286.4791672,24529,0,533,167,"3,595",6,,98,F#,Minor,82,54,59,69,0,18,10
Lucid Dreams,Juice WRLD,1,2017,6,15,228.8695111,14749,0,188,34,710,0,5,84,B,Minor,44,22,48,38,0,33,24
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,28,72.0825549,8087,0,92,34,131,0,0,102,G#,Major,89,77,82,3,0,17,11
All of Me,John Legend,1,2013,8,1,208.6124197,27221,0,308,118,"4,534",2,77,120,G#,Major,42,33,26,92,0,13,3
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,169.0192927,49991,9,265,121,"12,367",4,160,117,C#,Major,52,73,91,0,0,11,7
Arcade,Duncan Laurence,1,2019,3,7,99.1336132,6646,0,107,47,584,1,,72,A,Minor,45,27,33,82,0,14,4
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,59.3917618,5403,6,118,116,96,0,3,168,C#,Major,67,29,47,5,0,22,26
Bar,"Tini, L-Gante",2,2021,11,11,20.0972675,755,4,22,3,0,0,0,94,C#,Major,52,68,69,13,0,33,8
The Rumbling (TV Size),SiM,1,2022,1,10,7.1014967,254,0,0,4,23,0,0,145,G#,Major,41,65,88,0,0,26,5
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,56.022275,6308,5,114,15,63,0,2,134,C#,Major,71,14,61,1,0,23,33
Mr. Brightside,The Killers,1,2003,9,23,180.6617704,51979,15,306,99,"5,063",2,120,148,C#,Major,35,24,93,0,0,10,8
Blessed-Cursed,ENHYPEN,1,2022,1,10,7.7337771,246,0,2,12,10,0,0,127,E,Minor,60,40,89,9,0,60,6
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,52.8544703,6556,0,93,5,67,1,0,172,F#,Minor,74,79,66,11,0,8,16
Streets,Doja Cat,1,2019,11,7,86.5640097,5728,0,85,87,179,0,12,90,B,Major,75,19,46,21,4,34,8
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,215.9346687,16636,12,368,155,"2,854",6,121,96,G,Major,57,30,40,38,0,26,3
Polaroid Love,ENHYPEN,1,2022,1,10,21.1372494,461,0,10,56,17,0,0,138,G,Minor,74,65,67,46,0,36,4
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,65.1732901,4893,4,143,24,110,0,70,120,G,Major,72,67,72,0,0,13,4
Permission to Dance,BTS,1,2021,7,9,60.8334048,1801,2,77,134,74,0,2,125,A,Major,70,65,74,1,0,34,4
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,86.3756573,12043,0,209,54,710,0,18,123,D,Major,82,80,86,1,0,30,13
RAPSTAR,Polo G,1,2021,4,9,79.7402345,4731,0,141,12,78,0,0,81,F#,Major,79,44,54,41,0,13,24
'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,169.571202,22923,0,78,46,"2,515",1,0,171,C#,Major,55,10,85,7,0,8,20
Memories,Maroon 5,1,2019,9,20,175.9567999,9974,2,272,67,"1,066",1,19,91,B,Major,77,60,32,84,0,8,5
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,22.3319934,1560,0,72,0,0,0,0,84,G,Minor,56,61,76,10,0,14,11
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,5.4937991,620,0,17,3,3,0,0,115,F,Minor,90,74,54,16,0,13,28
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2,2021,12,29,22.6897599,3270,0,89,21,65,0,0,125,,Major,69,70,89,4,0,49,3
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,25.8316038,580,0,24,92,93,0,0,122,F#,Minor,80,62,69,28,0,13,7
Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,59.615209,3406,16,61,23,70,1,0,92,D,Major,85,92,54,16,0,29,7
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,17.7129919,903,0,30,26,15,0,0,90,F#,Minor,63,75,75,17,0,11,8
MAMIII,"Karol G, Becky G",2,2022,2,10,71.6591492,6809,28,151,102,175,5,29,94,E,Minor,84,90,70,9,0,14,8
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,121.0599487,33966,0,141,78,"6,591",1,0,93,B,Major,81,53,78,18,0,6,24
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,24.637669,590,5,4,113,20,0,1,130,D,Minor,51,50,76,30,0,10,7
Boyfriend,Dove Cameron,1,2022,2,11,49.6311364,3766,0,76,0,102,0,2,180,G,Minor,35,23,61,23,0,19,6
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,14.6789379,1430,0,46,1,34,0,0,134,,Major,53,31,31,92,0,28,3
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,84.3309044,31762,0,142,40,"5,451",1,953,95,D#,Minor,92,31,89,3,0,8,25
Light Switch,Charlie Puth,1,2022,1,19,50.0340342,4049,0,119,6,85,1,1,184,F#,Major,69,91,63,11,0,9,31
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,10.7255472,2096,0,34,3,30,0,0,147,G#,Minor,47,50,80,10,0,32,38
Brividi,"Mahmood, Blanco",2,2022,2,2,13.5079152,1175,0,34,1,31,0,0,123,G,Major,52,44,60,40,0,26,3
Lost,Frank Ocean,1,2012,1,1,82.2239726,29499,11,124,27,587,0,4,123,A#,Minor,91,49,61,3,0,17,22
In Da Club,50 Cent,1,2002,1,1,120.2722675,30427,7,235,106,"5,221",1,35,90,F#,Minor,90,79,71,26,0,7,37
she's all i wanna be,Tate McRae,1,2022,2,4,34.3197054,2711,0,105,12,51,0,12,160,D,Minor,61,65,64,1,0,12,4
Ginseng Strip 2002,Yung Lean,1,2013,8,16,24.0769997,4310,0,13,0,113,1,3,115,C#,Major,60,37,71,8,0,48,4
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,42.620483,5342,0,33,123,7,0,4,141,D#,Major,37,17,67,2,0,34,9
Notion,The Rare Occasions,1,2016,8,5,42.1135627,2393,0,22,13,65,0,6,160,A,Major,31,30,88,7,0,8,8
Formula,Labrinth,1,2019,10,4,55.487573,3444,7,24,85,102,0,1,145,B,Major,57,23,66,4,6,15,4
Mount Everest,Labrinth,1,2019,6,21,46.7727006,5443,0,45,1,80,0,12,89,,Minor,46,43,43,23,8,8,22
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,32.7498031,272,4,7,21,2,0,0,95,F,Minor,84,49,72,8,0,15,8
Cigarettes,Juice WRLD,1,2021,12,10,18.5408548,975,0,11,0,10,0,0,160,D,Major,60,47,62,3,0,38,4
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,14,24.5400167,1034,1,19,5,12,0,0,174,F,Minor,67,74,75,44,0,7,30
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,57.9395142,18773,0,128,17,"1,663",0,0,92,G,Major,77,76,84,3,0,38,4
Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,67.5039469,19067,0,78,15,"1,674",0,3,134,G#,Major,93,61,74,9,0,17,8
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,25.2871192,3541,2,57,13,50,1,7,172,B,Minor,31,4,86,1,0,28,17
Mujeriego,Ryan Castro,1,2021,12,17,23.1996128,1492,0,44,63,91,0,24,80,A,Major,76,92,62,6,0,8,13
HUMBLE.,Kendrick Lamar,1,2017,3,30,192.9770265,33206,1,284,114,"1,481",0,5,150,C#,Minor,91,42,60,0,0,9,12
Stan,"Eminem, Dido",2,1999,11,21,91.8915401,17115,0,83,63,"4,180",0,0,80,F#,Minor,78,53,74,4,0,45,21
Contection,"GODZZ__-, Zakaria",2,2020,1,16,118.0896317,6955,0,65,45,398,0,1,166,A#,Minor,81,83,75,14,0,29,34
Swim,Chase Atlantic,1,2017,10,4,49.8960285,2742,0,5,1,62,0,0,120,G#,Major,67,8,54,27,0,8,4
A Tu Merced,Bad Bunny,1,2020,2,29,68.50718,4214,11,21,20,40,0,0,92,,Major,86,89,79,17,0,11,6
Numb Little Bug,Em Beihold,1,2022,1,28,25.8714692,2026,0,47,3,42,12,6,85,G#,Minor,74,61,52,30,0,26,9
212,"Mainstreet, Chefin",2,2022,1,15,14.3139338,352,0,10,0,39,0,0,154,D,Minor,79,86,52,66,0,9,7
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,20.9768491,1517,0,42,7,15,0,4,92,D,Minor,73,37,74,28,0,14,6
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,6.4714573,847,0,25,0,14,0,0,140,B,Major,89,75,70,6,0,13,5
Worst Day,Future,1,2022,2,11,5.074662,910,0,20,3,24,0,0,89,C#,Major,65,60,60,11,0,10,40
Malvada,Zï¿½ï¿½ Fe,1,2022,1,28,15.4119539,601,0,28,73,64,0,0,135,F,Minor,89,89,86,16,0,8,5
Hrs and Hrs,Muni Long,1,2021,11,19,18.1328253,1800,0,43,36,46,13,4,140,G#,Minor,51,66,53,60,0,11,18
Alien Blues,Vundabar,1,2015,7,24,37.0068639,1930,0,3,0,28,0,1,82,D#,Major,47,44,76,8,91,9,3
Thinking Out Loud,Ed Sheeran,1,2014,1,1,228.0566092,33032,0,363,129,"3,895",0,28,79,D,Major,78,58,45,47,0,18,3
Still Don't Know My Name,Labrinth,1,2019,10,4,56.3902868,6332,0,47,116,266,0,0,88,F,Major,31,31,63,47,27,21,12
Christmas Tree,V,1,2021,12,24,31.7622165,509,9,8,106,6,0,8,139,F,Major,44,18,38,70,0,12,4
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2,2022,1,14,29.1709698,971,2,35,104,93,1,0,124,,Minor,73,68,83,55,0,90,7
When I R.I.P.,Labrinth,1,2019,10,4,20.368027,2578,0,8,67,66,0,0,80,G#,Minor,39,45,55,73,0,9,21
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,8.1350745,1064,0,42,1,26,0,0,120,C#,Minor,84,54,51,47,0,12,40
Forever,Labrinth,1,2019,10,4,28.2883169,3618,0,21,86,138,0,2,80,E,Minor,56,19,46,92,72,11,3
Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,6.4787943,1040,0,8,0,29,0,0,117,C#,Major,92,62,86,11,0,24,24
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2,2019,6,19,248.4812918,15010,2,453,50,"1,785",1,8,117,A,Minor,76,77,52,4,0,8,3
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,46.1437791,4708,0,13,7,55,0,1,140,F,Minor,62,46,73,10,0,67,11
Adore You,Harry Styles,1,2019,12,6,143.9191367,13454,1,246,71,519,2,5,99,G#,Major,68,57,77,2,0,10,5
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,75.9208783,4890,20,52,42,100,0,0,93,C#,Major,74,59,87,3,0,8,5
Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,36.8646862,9514,0,45,27,"1,197",0,43,106,G#,Major,44,8,20,74,42,11,3
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,29.9634472,3501,0,69,2,51,11,0,124,G,Major,81,68,63,17,0,10,22
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,75.6907987,6111,4,185,40,492,9,35,95,G#,Major,76,96,70,18,0,33,4
Una Noche en Medellï¿½,Cris Mj,1,2022,1,21,68.2475162,5415,32,46,16,53,1,2,96,A#,Minor,87,82,53,10,0,5,8
Envolver,Anitta,1,2021,11,11,54.6191065,4673,2,123,113,180,1,4,92,E,Minor,81,40,73,15,0,9,8
Starlight,Dave,1,2022,3,3,22.947331,1856,3,29,40,31,1,1,124,G,Major,95,36,37,35,0,10,28
Hati-Hati di Jalan,Tulus,1,2022,3,3,20.2677468,200,2,12,4,0,0,0,72,F#,Major,64,76,44,70,9,12,4
I'm Tired - From "Euphoria" An Original HBO Series,Labrinth,1,2022,2,4,12.1913181,1888,0,26,1,58,0,0,71,,Minor,28,26,20,19,0,30,3
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,20.8166039,911,2,45,0,99,1,1,135,A,Minor,78,55,57,4,0,10,8
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,52.7033089,2954,2,18,82,0,0,5,95,A#,Major,81,56,70,4,0,5,24
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,9.4616487,461,0,7,11,13,0,0,71,C#,Minor,59,70,74,56,0,11,40
Jordan,Ryan Castro,1,2021,4,30,39.4030335,2844,2,29,2,35,1,0,180,A#,Minor,80,71,68,6,0,10,37
Nail Tech,Jack Harlow,1,2022,2,18,19.3443895,2939,0,42,0,24,0,0,150,E,Minor,65,11,58,0,0,12,9
Chale,Eden Muï¿½ï,1,2022,2,18,29.9648208,695,11,16,41,13,1,1,189,G#,Major,55,86,44,40,0,7,4
DARARI,Treasure,1,2022,2,15,18.2978249,328,0,10,21,7,0,9,85,,Major,72,55,64,49,0,7,4
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,31.9757142,866,16,27,84,32,7,11,140,G,Major,59,73,45,44,0,34,3
Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,10.9091573,1550,0,0,0,14,0,0,81,,Major,77,68,70,6,0,17,20
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,15.3240879,1729,0,26,1,19,0,0,104,D,Minor,80,24,65,2,0,9,4
this is what falling in love feels like,JVKE,1,2021,9,3,34.612784,2005,0,16,5,43,0,7,129,B,Major,42,33,44,62,0,8,6
La Zona,Bad Bunny,1,2020,2,29,31.2622938,1188,0,13,1,15,0,1,94,C#,Minor,76,81,80,20,0,25,4
Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,219.7010679,40112,3,321,162,"5,691",8,17,71,,Minor,41,23,40,27,0,30,5
Hope,XXXTENTACION,1,2018,3,16,120.0808494,3659,0,11,10,267,0,7,146,A,Minor,59,23,46,66,0,15,6
Levitating,Dua Lipa,1,2020,3,27,79.7196073,9833,0,233,82,531,1,1,103,F#,Minor,69,90,88,5,0,29,8
Wake Me Up - Radio Edit,Avicii,1,2013,1,1,197.0673297,50887,34,315,160,"6,284",1,46,124,D,Major,53,66,78,0,0,16,5
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,66.5765558,3257,0,10,0,70,0,0,164,A#,Minor,70,71,58,24,0,7,13
Monï¿½ï¿½y so,YEAT,1,2021,9,10,26.377903,1473,0,2,0,12,0,10,138,D,Major,69,35,57,12,0,10,9
Demasiadas Mujeres,C. Tangana,1,2020,10,8,33.9473453,2226,0,36,2,11,0,14,126,A,Minor,67,37,46,13,0,10,39
